px1,py1,pz1,E1,px2,py2,pz2,E2
-15.8895,-12.286,-61.994,65.1666,-7.39225,-5.22429,-40.4346,41.4356
-1.04168,-11.9543,-17.5712,21.2779,-0.572921,4.85613,1.34728,5.07312
5.55717,0.0568787,-1.67138,5.80431,3.5887,1.45732,-13.5994,14.1406
-29.4978,37.6142,15.0965,50.1285,2.24272,-4.26733,16.0332,16.7426
-9.70367,-2.39707,48.7503,49.7646,-2.25411,-4.29909,-11.4687,12.4541
6.13527,24.1264,-8.98496,26.4663,-2.27584,-6.10747,-2.97349,7.16473
-2.94091,-3.34504,-4.01502,5.99749,-2.79936,3.41248,-2.87915,5.27087
0.759976,-11.3032,-8.57403,14.2079,-2.68927,2.46873,3.8446,5.30273
-18.7037,14.4328,-5.98577,24.3716,-7.95615,6.19538,-2.54031,10.3994
5.26679,-18.9213,-19.8201,27.9034,7.13365,-11.2242,-26.3517,29.5177
-13.0665,2.77771,7.27703,15.2124,7.6159,7.71701,10.1203,14.8319
24.5872,49.907,17.0513,58.1893,-17.8915,-32.1502,21.9827,42.8602
-11.6426,-32.251,-66.1383,74.4981,-1.89801,-3.67209,-10.1827,10.9902
16.6086,-9.09964,1.33441,18.9852,-9.50065,6.76316,-6.66917,13.4347
-17.309,7.01892,23.9141,30.3441,-10.3166,6.19134,18.3902,21.9767
-21.8687,-10.1504,14.1038,27.9321,-10.2553,-4.73569,6.52818,13.047
25.47,23.9494,-200.109,203.141,-24.3737,-22.8846,-38.6078,51.0721
-12.3663,13.9966,-25.4467,31.5654,8.31942,1.29941,-0.496555,8.43558
37.0886,51.1429,186.7,197.099,-25.0036,-13.2812,28.0185,39.8324
0.441992,6.18988,2.36298,6.64115,-1.6081,-4.83955,-7.3098,8.91356
29.3631,9.36426,-113.721,117.823,17.9382,4.73464,-61.4676,64.2065
19.4226,6.57899,-14.9464,25.3757,17.0971,5.63352,-13.3522,22.4129
45.8475,0.630096,-3.68127,45.9994,-41.8774,-4.14356,-25.2203,49.0608
-13.6652,-10.6089,65.5336,67.7787,13.7049,7.88732,56.1132,58.2987
7.51813,12.2276,-13.8378,19.9382,4.24146,8.08481,-10.4783,13.8982
-11.7438,-19.568,-37.3216,43.7463,-6.43521,-11.5904,-20.2216,24.18
-15.9147,-35.9032,-2.45732,39.3493,12.338,34.6545,-62.0201,72.1087
22.3127,24.7995,64.4359,72.5594,19.8424,-13.225,-26.8346,35.8988
22.9072,21.3716,48.2489,57.5279,3.48529,-20.8011,39.8392,45.0778
57.0775,11.8414,28.7922,65.0159,13.541,5.93116,7.68201,16.6602
19.9847,2.48113,7.39392,21.4528,8.50627,0.347851,5.19936,9.97608
9.41197,-15.8667,27.1661,32.8382,7.12978,-4.35623,10.7507,13.6161
41.0524,-49.023,29.7514,70.5245,-30.8042,-49.3405,-2.92884,58.2407
-4.35957,4.09322,-8.84752,10.6794,-3.09531,3.53455,-7.80505,9.11065
-1.74725,-17.4391,-5.49143,18.3669,4.77969,9.60107,-29.0993,31.013
11.8257,-14.7656,21.2469,28.4484,9.14315,-12.042,19.1135,24.3709
-2.49091,-12.5745,-15.72,20.2842,-10.6437,5.99121,8.80651,15.0581
-50.7377,-10.8895,234.133,239.815,-4.66588,-0.32857,19.3511,19.9086
-4.33101,12.1082,26.7741,29.7024,-3.61142,-1.77152,16.3926,16.8792
-26.3478,6.93339,-110.749,114.051,20.1121,6.39641,-5.32933,21.7675
-25.8479,14.7329,16.5264,34.0339,7.64571,-6.32052,-3.64351,10.5684
21.9778,-46.6618,112.699,123.941,12.0208,-29.1316,69.3594,76.1833
-28.2283,17.0158,76.0942,82.926,-22.5255,13.6985,60.1562,65.6797
0.493359,-10.9169,34.2088,35.912,-2.40245,-4.55494,23.918,24.4663
-32.784,-28.3995,-26.3039,50.727,17.3928,15.8497,7.19549,24.6071
19.0391,1.83501,-17.4565,25.8958,-8.87776,0.992368,-26.7141,28.1683
-28.0057,-6.03931,20.4588,35.2046,13.1337,4.31247,10.4537,17.3315
-46.6748,-4.94064,16.5995,49.7845,43.7419,-4.56175,28.3936,52.3485
-47.7703,-11.2083,144.559,152.66,38.6296,16.6456,89.1305,98.5575
-6.70835,49.384,14.3542,51.8636,2.01885,-39.9173,6.62138,40.5132
-55.2059,-7.07336,156.398,166.006,18.0134,1.83497,87.2612,89.12
-42.7303,-21.9798,-5.02872,48.3145,-1.77516,40.5903,-87.0723,96.085
-15.3134,-34.1856,-15.3774,40.4924,-4.72336,6.99013,-35.8072,36.7878
-23.9489,42.111,40.0975,62.8865,15.7939,-39.7256,30.1888,52.3349
3.744,3.9161,7.83538,9.52668,-0.508428,3.88496,7.59924,8.5505
7.42259,29.0402,58.455,65.6919,-10.5487,-27.2859,-18.8315,34.7913
-17.0894,-7.12499,-34.3214,38.9973,-11.3519,-3.80885,-23.5637,26.4316
-46.0307,31.2997,-81.0048,98.2868,32.1904,-19.4743,-74.1403,83.1401
-12.1889,-26.2261,55.7995,62.8488,8.89037,8.84063,-7.1101,14.4139
20.5892,9.31045,-49.4264,54.3469,-18.6483,-9.78898,9.09936,22.9432
-22.4037,3.03746,24.3505,33.2282,3.41798,7.44936,9.52124,12.5635
17.7198,36.1009,148.989,154.321,-16.0208,-35.718,40.8184,56.5562
-15.3961,-13.8317,2.35688,20.8307,-11.5638,-13.3488,0.687767,17.6747
-20.8681,9.93483,17.3227,28.8837,7.08389,13.7467,38.9566,41.914
-15.5026,-23.7589,54.466,61.4115,-6.73338,-12.7361,27.8344,31.3418
-3.56035,18.2062,-10.0258,21.0872,2.67612,4.32641,-7.16879,8.79102
7.51101,34.7472,-144.945,149.241,-9.15987,-32.7515,-3.18409,34.1572
25.55,-2.54323,-24.0481,35.1794,22.9477,-1.90923,-21.4015,31.4369
-18.7637,0.283875,29.7596,35.1824,-10.6533,0.411053,16.0777,19.2916
13.7108,-15.5952,-18.0215,27.4951,8.38497,-9.88728,-11.061,17.0418
38.4246,-9.06164,21.3743,44.8936,-7.44727,3.52765,-9.65635,12.695
46.2121,18.7924,44.9537,67.1533,-42.0049,0.984295,71.4651,82.9014
7.10689,-20.3858,0.649803,21.5991,-10.2615,7.79913,2.7965,13.1893
-26.6355,-9.71068,82.8588,87.5748,-20.3002,-4.68986,61.6994,65.1224
-17.5832,-1.39361,-72.3513,74.4704,15.8041,0.959272,19.891,25.4235
26.0262,35.1968,-54.0709,69.569,-28.2315,-31.7653,14.8073,45.0035
26.3765,-9.28951,-3.40235,28.171,17.3147,-2.96645,-1.91174,17.671
0.329613,-21.0995,-25.6017,33.1776,-0.525579,-9.68688,-13.0381,16.2516
-16.2561,45.942,-1.37028,48.7526,-28.1187,1.85596,95.0451,99.1347
0.879992,8.43098,-15.4621,17.6336,-1.17183,-5.07765,29.6795,30.1337
50.9001,3.8878,35.3493,62.0928,-33.947,-27.986,19.0927,47.96
-43.9711,20.149,-252.428,257.02,36.1005,-19.5904,-129.966,136.302
-44.6411,7.86105,-54.8367,71.1456,34.8472,-14.4816,-144.327,149.179
5.95235,15.4983,-0.948591,16.6294,6.28885,14.899,-1.08163,16.2084
49.1706,14.6033,-92.912,106.13,11.897,3.70308,-21.3313,24.704
62.8946,46.1407,39.5663,87.4654,-28.5887,-40.2841,-97.9318,109.685
-41.791,50.6407,-238.253,247.134,-42.1565,49.5367,-238.075,246.801
-9.28587,8.75271,-7.96913,15.0451,7.42374,-7.11492,-23.4129,25.5716
-15.5385,9.30459,56.3042,59.1455,-6.38291,13.2234,42.8257,45.2731
21.8217,10.0367,28.8559,37.5446,10.6726,6.37678,16.5619,20.7093
-1.74307,18.0181,-13.9814,22.8731,4.27958,-11.1591,-9.86013,15.4943
-4.63103,-15.2177,-10.7116,19.1774,-4.04066,-12.4336,-12.3388,17.9772
-9.11303,10.005,-30.691,33.5424,7.06468,-5.8011,6.7679,11.3745
-14.9605,22.9526,136.113,138.844,12.0738,-8.72903,-9.17592,17.4981
2.61331,9.08722,4.30488,10.3899,-5.07989,2.7174,18.9805,19.8358
-17.4922,-46.8374,232.331,237.649,17.4614,27.2092,56.294,64.9174
10.6714,14.8674,15.7704,24.1585,-3.72492,9.34229,7.66741,12.6473
16.5306,-7.68639,-14.3257,23.1857,-8.89421,8.35898,-0.689284,12.2256
-15.3303,17.9253,-13.9148,27.3855,-2.73255,8.21017,-4.45252,9.7319
-44.1994,6.69735,-29.8933,53.7779,19.6757,-0.0310735,4.60078,20.2067
25.6347,45.3849,22.9049,56.9348,6.20879,-46.7357,33.5332,57.8555
41.9347,43.1291,-145.704,157.633,-48.067,-4.54278,-74.7042,88.9483
13.5123,-14.9118,-52.0662,55.8198,-2.81171,8.37288,7.2379,11.4197
-21.6868,-13.6571,24.27,35.297,6.59109,6.81035,-4.16218,10.3517
-13.9697,18.4171,-58.7068,63.0939,-3.16219,4.51158,-11.0034,12.3061
-17.2816,-5.72341,-1.26437,18.2489,15.6503,6.07448,44.761,47.8058
6.2079,192.593,50.401,199.175,17.8143,-33.5572,151.285,155.983
30.6221,25.8412,-40.4622,56.9446,9.39366,7.06397,-11.7427,16.6146
15.198,13.4641,-8.33787,21.9498,-2.35082,-7.97587,5.63244,10.0437
12.3129,-28.2988,20.2257,36.8988,4.40455,-7.81586,8.579,12.4136
-11.2943,-36.0058,-96.9482,104.033,-4.31208,-18.9805,-49.5104,53.1991
9.61381,26.6522,-29.14,40.6437,-5.90776,-23.2071,-16.1014,28.8572
-18.9898,31.3633,-14.5084,39.4306,7.93313,-3.09476,12.4398,15.0755
5.27032,-35.7826,-40.9284,54.6197,17.8453,30.6265,22.7765,42.1333
2.81066,5.80121,8.85205,10.951,4.13033,4.20873,-2.47492,6.39605
15.6415,23.0998,3.43361,28.1079,3.15894,-15.1503,9.7139,18.2724
-40.3671,6.29824,-95.229,103.623,8.1491,-9.96877,16.3732,20.8297
38.6081,22.5278,37.7019,58.4767,-30.1014,-16.4251,46.5224,57.7947
-10.019,8.84307,25.389,28.6914,7.4578,-4.82085,-0.582942,8.90002
7.44449,16.8505,-25.6577,31.5862,5.00836,14.1988,-22.0014,26.6601
8.39681,15.0371,1.74479,17.3112,-8.66172,-13.5041,-56.8454,59.066
-17.7794,-2.02257,63.2108,65.6948,13.5806,10.0115,-11.6357,20.4955
21.7871,-214.309,285.913,357.979,-11.7581,-7.14261,4.17347,14.377
-29.9779,-32.4319,-26.4559,51.4823,32.7537,23.4071,5.62907,40.6496
25.3718,16.0474,-143.887,146.986,14.7717,8.2014,-80.8183,82.5656
-18.9768,5.17247,3.18549,19.9256,5.49053,-1.46173,8.87331,10.537
-13.2295,48.255,9.14321,50.8642,11.8268,-39.9116,-4.98529,41.9246
7.60244,-0.966836,9.36559,12.102,-5.59692,-1.9573,0.191974,5.93335
4.57686,17.8702,11.6718,21.8296,3.56737,3.47964,8.25035,9.63916
54.2963,2.64042,48.8866,73.1093,-13.2136,-9.54303,17.053,23.5899
14.974,17.0613,-17.6977,28.7842,4.43274,7.32523,-15.5741,17.7728
-6.65003,-27.6126,63.0989,69.1965,-8.2349,-9.24747,-49.1833,50.7183
-17.0888,4.88274,12.9296,21.9785,4.96849,-2.39415,3.63709,6.60738
37.3653,6.62956,10.5858,39.3978,-6.94024,4.03706,-2.72703,8.48013
14.6878,-12.7111,-33.4994,38.7237,7.52254,-7.46403,-16.3825,19.5114
35.7935,-10.6709,37.1364,52.6704,12.6761,8.23143,15.9523,21.9757
7.83118,-3.84273,4.48326,9.8084,6.75484,-5.3574,2.79464,9.06371
13.4003,35.8016,-65.5373,75.8715,-13.4464,-35.4748,-0.347263,37.9395
12.136,11.7798,-28.3053,32.9734,-9.25681,4.58009,-23.2164,25.4102
-10.3952,-1.3887,10.6453,14.944,-4.68891,2.54074,1.33695,5.49908
-4.56055,-30.7018,108.591,112.94,-1.65777,-7.90201,24.9399,26.2145
-29.6282,11.0812,44.1638,54.3238,-4.49308,-2.04826,5.18023,7.15745
-1.49301,18.7182,26.8113,32.7331,-1.52754,11.8978,18.3454,21.9193
-29.5783,-15.9713,0.445742,33.618,22.2672,11.6023,-88.7634,92.2464
27.6418,-30.8587,-87.6199,96.9205,-7.34448,7.3408,-37.5282,38.9385
19.6271,43.1652,-10.2468,48.5125,-20.3368,-37.9717,20.8103,47.8384
-23.8048,30.4772,-27.9881,47.7375,14.55,-31.8754,-140.512,144.815
-11.3399,-21.4239,16.7674,29.4743,-5.37575,-7.64589,8.41922,12.5799
-5.64693,-21.1845,-70.5908,73.9171,-1.63257,8.58165,-12.7614,15.4653
28.955,39.5095,-62.988,79.7928,-27.5027,-32.8665,-40.9084,59.2462
17.2901,15.7292,-32.85,40.3173,9.42069,7.85,-18.5306,22.2208
21.6652,-2.21098,10.3783,24.1245,-16.5616,0.45282,0.540717,16.5769
-43.7609,-24.9148,-40.0726,64.3551,21.0875,-35.0211,26.8392,48.9031
27.4384,107.679,469.512,482.482,-14.2151,-11.2374,56.2887,59.1336
39.4294,25.2497,94.4855,105.45,-32.1118,-27.5983,120.501,127.723
-14.2553,-35.03,22.0597,43.7831,-5.11305,-11.8857,8.39676,15.425
17.4035,-4.73924,-27.0023,32.4727,-9.1014,3.70622,2.21817,10.0749
29.7628,9.73244,-74.3759,80.699,22.2326,6.6724,-57.0001,61.5454
-12.2499,-16.8915,49.6917,53.8949,-1.94265,-3.39656,7.36048,8.33657
-17.5027,10.0671,-33.1243,38.7934,-3.68315,0.820643,-7.68778,8.56459
3.38626,-20.6112,-8.43011,22.5248,8.65656,2.69099,-2.34594,9.36441
12.732,-36.956,47.063,61.1783,3.64727,-13.1031,13.9457,19.4804
46.798,45.8034,-87.6328,109.396,50.4727,-7.48143,42.6945,66.5304
19.0683,6.4512,35.4969,40.8076,9.24331,3.16309,21.9085,23.9882
-24.7594,-13.6359,-33.5279,43.8531,-19.505,-11.1049,-24.4161,33.165
-4.365,23.4432,128.664,130.855,9.66489,3.78393,-0.753096,10.407
19.3648,-12.0733,19.912,30.2863,15.5901,-8.83849,14.3425,22.9541
17.505,-61.8347,-44.3677,78.0927,4.00967,-13.9942,-9.77501,17.535
0.847979,21.9747,8.63999,23.6277,-5.08558,-7.43974,-19.0082,21.0366
5.59166,-19.4617,27.8231,34.4116,5.21195,-12.7632,15.6235,20.8367
5.01938,4.0889,-2.95052,7.11548,-4.4092,-3.64581,10.5966,12.043
21.2329,-11.1443,-17.0558,29.4269,-15.1552,1.29057,1.95862,15.336
7.60888,-45.6167,-8.88167,47.0922,-6.1604,40.3859,-36.6991,54.9163
-36.1856,24.2197,-80.2906,91.3377,32.9448,-25.4675,-27.9673,50.161
16.6892,12.1217,-28.0351,34.8058,9.04763,6.6835,-15.5027,19.1539
14.7371,-9.2632,-89.0985,90.783,-4.74476,-9.20175,15.9446,19.0112
23.1601,-8.04882,-42.4289,49.004,-4.37457,-8.51442,-17.1469,19.6382
8.96647,-15.9565,-58.6314,61.422,5.02458,8.24408,7.9712,12.5205
24.0261,2.07427,-111.392,113.972,13.1489,2.52134,-63.3744,64.7733
-10.5962,-20.8739,103.682,106.292,10.543,20.8705,-3.44534,23.635
21.5938,3.4119,-60.6876,64.5052,-8.44397,-2.43499,-3.9157,9.62152
7.26009,0.336292,5.41185,9.06209,-6.37019,2.59403,-17.4911,18.7951
57.7025,32.2771,-190.659,201.797,-20.253,22.6986,-16.2761,34.5012
-7.01041,17.7587,12.3069,22.7153,-3.20063,7.81036,4.7311,9.67679
-21.6556,-24.2707,8.05822,33.5109,23.1012,19.1494,114.645,118.507
34.7352,-16.7194,-72.9175,82.4806,12.781,-6.17028,-30.498,33.6387
-0.927849,-6.69556,-3.917,7.81316,-4.32953,0.34315,7.40598,8.58617
-9.92977,-38.927,-9.43788,41.2674,13.0216,24.8947,56.3562,62.9709
18.8653,-46.198,79.0216,93.4589,6.64315,-16.8167,25.3809,31.1631
10.413,56.9319,187.16,195.904,-36.448,-20.4694,50.7482,65.7483
-0.796149,12.1498,-8.25122,14.7087,-0.938645,-8.21446,-2.20693,8.55804
-17.5541,26.7599,-7.7525,32.9295,8.0203,-16.0222,17.0158,24.71
5.27312,-19.8607,28.6462,35.2544,-10.4118,8.90427,3.4052,14.1173
2.64886,-17.5967,-32.2515,36.8352,-0.494768,-8.12822,-17.1067,18.9463
13.5626,-12.3805,-15.6621,24.1357,6.00741,-6.00597,-4.72338,9.7202
-33.1341,-75.595,-20.8708,85.1356,5.57806,14.8257,7.85088,17.6795
-9.59647,2.81307,7.97052,12.7885,0.898527,3.72307,2.29372,4.46552
-32.0745,-11.129,-3.51755,34.1323,1.61162,-10.6181,56.5818,57.5921
-23.5162,-33.1364,66.678,78.0833,30.2629,16.8701,1.46487,34.6785
-3.74374,25.2454,35.9861,44.1175,-1.22514,25.3222,37.9414,45.632
1.12909,-27.5158,-67.3223,72.7371,-3.75003,5.82768,-35.5076,36.1777
11.5756,19.235,-14.3016,26.6182,4.10892,10.062,-7.13571,13.0022
36.3369,4.02675,-17.4621,40.5157,-30.5091,-2.56806,-123.584,127.32
-27.205,-20.8661,25.577,42.775,-17.362,-16.607,20.7967,31.7765
1.72516,-20.2575,32.9259,38.6971,-3.77835,19.7038,-32.2315,37.9657
-7.08738,6.06119,7.41977,11.9178,-4.82373,1.52469,2.74672,5.75749
22.1387,13.6456,25.1107,36.1509,11.0835,5.04297,5.34762,13.2998
-14.1749,-11.2056,-18.2373,25.673,3.87544,10.8516,17.4229,20.8889
29.7453,0.812073,15.929,33.7518,10.2874,-0.307682,5.28604,11.5706
10.1402,48.9313,53.035,72.8685,-9.89596,-41.6711,34.3979,54.9331
-14.5559,-14.2394,97.6449,99.7455,-10.7072,-10.4949,69.7397,71.3332
-3.62565,-16.7524,-16.3527,23.6899,3.23443,-11.8663,-11.3839,16.7593
24.0933,-8.87749,58.0132,63.4417,16.67,0.2042,61.3273,63.553
23.8903,41.001,15.8638,50.035,-34.9081,-15.2391,74.5271,83.6965
28.2085,-29.9265,-44.7304,60.763,-30.3625,26.984,-132.166,138.267
16.3049,-5.54072,-35.2657,39.2458,-9.05778,9.12424,-59.5647,60.9365
-15.18,-43.0342,6.39754,46.0794,10.3688,42.7345,1.12824,43.989
-38.4189,-4.57966,-6.37504,39.2127,30.8665,9.28412,-75.55,82.1386
21.3025,-1.65489,-15.4733,26.3812,9.08841,1.94865,-5.37311,10.7368
-44.5489,54.9047,-126.899,145.267,17.2433,-24.9178,4.5697,30.6451
15.2508,-16.4954,-0.45303,22.47,20.5541,-4.91418,-30.8728,37.4133
39.4195,38.6383,28.5205,62.1309,-34.5648,-2.82447,72.7348,80.5796
8.92309,-30.3573,13.2925,34.3204,2.81973,-6.2458,1.77471,7.07967
-5.60098,-1.77638,-8.88455,10.6524,-2.22884,2.19104,-9.31532,9.82622
-2.21414,40.0849,-3.64616,40.3113,10.7103,-35.8546,-56.0354,67.3813
5.27501,41.4901,-51.0316,65.981,-4.72818,-39.8258,-6.9768,40.7079
-3.7204,16.7737,-18.7494,25.4313,-3.19465,7.8889,-10.1926,13.2793
20.2337,18.8542,-47.9261,55.3336,16.0633,17.9239,-45.9553,51.8767
10.0634,25.8062,14.533,31.2801,5.12027,12.0976,8.49641,15.6451
29.1784,70.2253,223.06,235.667,-17.836,-2.80069,2.95472,18.295
-1.18817,-20.1691,1.62428,20.2696,0.994731,-13.0345,-0.502188,13.0825
32.4469,5.08003,-18.6523,37.7694,15.7452,3.87332,-9.55188,18.8192
4.49956,4.21028,-0.255687,6.1684,3.75404,4.16835,15.0664,16.0772
-16.6746,5.80388,-14.2656,22.699,-8.01716,0.596047,-6.22409,10.1676
15.9579,-23.2599,94.487,98.6077,-12.3656,-11.9207,82.4462,84.2164
-1.11919,21.6024,4.04544,22.0067,9.8485,-8.55047,1.15777,13.0941
9.88662,17.756,-13.5093,24.4036,4.16698,7.00132,-5.20343,9.66794
24.2334,-21.8571,176.869,179.855,-13.9783,22.1243,10.8677,28.3372
-55.9447,30.4557,-51.6066,81.9793,24.4304,-22.8821,-36.419,49.465
-35.2507,-9.05567,-135.794,140.587,31.818,7.5713,-12.8628,35.145
-44.9616,14.7445,-0.400268,47.3193,46.3724,-5.26782,-8.6688,47.469
17.3858,15.139,-23.9973,33.2767,-21.9113,0.310093,-17.4041,27.9842
0.0132197,18.1597,-15.2501,23.714,-1.44813,10.9203,-11.8034,16.1456
-29.1434,-23.2474,15.2522,40.2793,-22.1723,-16.2949,13.2078,30.522
-15.1324,16.9931,30.9454,38.4107,9.29076,-12.6482,35.6573,38.9583
-8.57429,-1.86654,-18.0143,20.0382,-3.53026,-1.904,-8.05458,8.99863
3.20814,-2.85754,-22.233,22.6446,-2.83,-1.7248,8.03167,8.68923
-29.889,-2.86896,5.26063,30.4839,15.4035,-7.7001,-8.60555,19.2517
51.1013,-65.7233,-72.1036,110.136,-31.9003,-4.80185,-44.9177,55.3019
-23.1925,10.9859,48.0744,54.4954,-6.00756,6.06347,9.30843,12.6299
45.1634,-17.9656,-29.0056,56.6024,-39.2615,2.37972,5.93893,39.7795
-2.17441,14.5162,-22.2263,26.6359,-0.768623,12.0452,-16.2362,20.2312
57.2181,19.5802,-90.1888,108.588,2.93875,-2.26661,-16.6863,17.0944
5.66333,-2.37545,-0.490338,6.16179,5.34268,-1.77091,-2.28981,6.0774
18.7657,-3.24747,0.542039,19.0526,11.2076,-3.64143,2.08982,11.9687
-21.4472,15.3465,-101.425,104.797,8.22352,-6.08714,-27.3507,29.2019
-12.3495,-19.9974,15.239,28.0115,-5.71809,-11.9054,5.80549,14.4274
5.42922,6.90932,17.2926,19.3974,-5.1104,-5.85864,-7.8534,11.0511
-4.7877,29.409,4.79523,30.1798,0.75309,-24.6732,127.426,129.795
35.9937,-12.104,-28.6824,47.5894,-34.2296,8.90033,19.1094,40.2002
-16.4328,-32.9274,-55.4314,66.535,1.89034,9.15551,-15.588,18.1767
-7.12354,-16.1877,-10.7103,20.6763,-4.47573,-10.4604,-6.5098,13.1088
-23.2629,42.9301,12.2009,50.3292,0.0107239,-44.7414,13.6869,46.7882
-70.0437,49.2457,-374.889,384.542,-24.7579,7.50753,-98.9967,102.321
17.911,3.51843,56.1661,59.0578,7.91708,1.95965,22.5061,23.9386
-32.8485,-0.577182,111.176,115.929,-20.414,0.298873,65.8194,68.9132
21.4844,4.49138,72.5164,75.7653,-1.16409,4.69245,14.8041,15.5739
-36.5144,5.16862,-0.449061,36.8813,14.1108,5.83783,3.47415,15.6613
16.4257,11.7961,-19.9991,28.4416,9.14258,4.20844,-23.5032,25.5677
-1.15149,-9.92673,0.926146,10.0367,-1.44645,3.87303,3.42262,5.36825
-15.386,13.5802,9.37759,22.5633,-6.97936,4.69116,5.68518,10.1514
4.13188,4.37496,10.9552,12.4996,2.44622,1.85925,-12.0697,12.4552
-38.9097,18.4774,-139.292,145.8,29.5972,-26.1496,-48.7844,62.7672
27.2189,4.29812,-9.40559,29.1173,2.98237,-25.0183,-44.2425,50.9138
2.938,21.7092,12.8278,25.3867,1.90491,9.47103,5.91804,11.3298
-9.65384,14.8744,1.91071,17.8356,7.19835,-14.8389,46.1052,48.9664
20.2279,-2.08707,2.56105,20.4962,9.77675,-1.10156,0.826508,9.87383
-16.2234,-37.9165,215.986,219.888,9.69422,27.939,31.1394,42.9446
17.9763,-6.31007,23.7926,30.4805,-8.0228,-7.14744e-05,5.39309,9.66757
-25.3338,5.26926,15.2947,30.0584,-15.8892,2.76602,1.69428,16.2173
0.634189,-51.9691,55.0672,75.7206,-31.8566,28.2285,10.165,43.761
16.4002,9.87525,-4.7902,19.7344,5.9344,2.43523,-0.089636,6.41613
-2.04306,-24.3393,-0.838353,24.4395,3.99121,14.3116,-4.9775,15.6697
-33.1328,12.5767,73.7066,81.7841,-9.84259,2.11748,19.5804,22.0174
-41.0668,-11.2797,14.0509,44.8459,17.1101,-6.44357,11.4653,21.581
-16.9562,1.60251,17.034,24.0883,9.33847,10.8495,13.3379,19.566
7.03519,-58.1703,-2.99109,58.6705,-43.2219,23.2839,-21.5278,53.6071
48.9217,21.4249,212.667,219.271,12.0261,4.54741,22.8252,26.1974
12.3454,14.9562,-1.65915,19.4643,-7.06901,-15.6475,14.0977,22.2165
-17.2548,-10.0369,-67.7912,70.6691,-9.64753,-5.56782,-41.6867,43.1493
2.87361,27.4018,16.2229,31.9735,2.8589,18.0909,8.16936,20.055
-4.56412,-22.214,9.46247,24.5732,-3.14149,-8.41795,3.16432,9.52653
60.2829,33.914,40.5992,80.2028,-30.6786,-0.26937,5.44832,31.16
5.12826,17.1524,22.8221,29.0063,0.141943,-8.42751,24.5581,25.9644
19.542,-17.1809,-0.828175,26.0341,1.4623,15.3916,59.1616,61.1485
-7.76536,14.8455,-91.3442,92.868,-2.22946,-6.66596,20.4373,21.6125
-16.2145,-47.705,-12.8866,52.0072,29.0148,30.3708,-13.2922,44.0561
31.2236,15.0573,2.76346,34.7748,9.51092,4.66265,0.858041,10.6276
32.1348,10.3866,134.546,138.72,-19.8171,3.0424,69.9662,72.7822
36.188,56.6937,-380.418,386.318,-17.2567,-32.6794,-23.8754,43.9975
8.3432,-19.0607,-8.1174,22.3343,7.17708,-0.451021,3.10403,7.83326
-9.31434,-3.92616,6.20218,11.8596,8.93498,1.24954,12.3218,15.272
50.9827,-14.6754,-217.072,223.462,26.6372,-7.64641,-112.031,115.408
-4.21035,87.9124,-252.885,267.763,7.22833,15.9486,-80.7603,82.6368
76.6946,-57.6592,-495.56,504.764,-4.85082,-24.0257,-113.897,116.505
-39.9939,5.22357,164.616,169.485,-8.01883,-4.24432,38.3929,39.4505
44.3055,3.33854,15.5643,47.0784,-33.6608,-2.51908,70.5652,78.2231
25.1765,-8.61205,-11.7779,29.0991,-6.13972,-6.95597,-9.46765,13.2563
-15.1291,14.457,-85.8365,88.3505,-17.873,9.69598,-82.6557,85.1201
-13.3799,4.67909,7.34238,15.9636,9.41971,-7.17034,6.96041,13.7333
17.7524,20.237,19.8571,33.4514,-3.5483,-3.82375,-9.22447,10.5978
12.784,-20.3111,-81.3168,84.7844,8.98631,-6.04184,-59.4504,60.4287
-7.81646,-16.4179,-67.2983,69.7117,4.60161,-1.94566,-10.5836,11.704
28.6737,29.3754,-27.3474,49.3253,-30.2583,-25.7241,13.9508,42.0943
-63.1874,14.8581,203.716,213.808,31.3531,-7.23256,170.28,173.293
-3.27737,9.73592,-18.2371,20.9316,-1.18094,5.41815,-11.4304,12.705
-16.053,-9.65527,-30.6176,35.8939,-10.3918,-3.62843,-16.9321,20.1956
7.15785,-18.9124,17.9768,27.0572,-0.785664,9.88044,3.385,10.4742
-16.5959,6.94781,-20.0192,26.9161,-9.64706,6.64969,-28.1259,30.469
-4.60965,-8.37938,-2.63747,9.9212,-3.43333,-5.80394,-1.87166,6.99913
10.9055,-1.97923,-31.2422,33.1501,5.528,-0.188343,-15.6884,16.6352
-17.1204,15.9803,-33.0322,40.4921,-3.37028,3.14892,-1.53007,4.86074
39.0839,-10.1935,18.8126,44.5576,10.2372,-3.23037,4.07006,11.4809
-46.607,8.77153,-60.3448,76.7506,35.7007,-8.28139,-117.849,123.416
29.1667,-22.5298,13.032,39.0914,-26.425,21.1001,-39.3907,51.9146
6.10104,19.4671,20.9889,29.2701,-4.09077,-0.302125,-2.27451,4.69151
-7.3899,-17.4476,-63.0671,65.8521,2.17723,-12.121,-31.88,34.1761
-24.2487,-17.9305,81.1039,86.5295,5.53218,7.46051,23.5016,25.2705
-3.44765,-108.576,347.891,364.457,0.765165,-10.6426,34.8947,36.4897
-8.41862,16.2876,-4.25273,18.8217,-2.45522,3.56553,-0.395834,4.34845
-8.58114,-29.1929,125.947,129.571,-2.22853,-7.98323,29.7278,30.8618
13.2412,-7.89179,21.3728,26.3518,5.70688,-3.39283,9.2083,11.3527
